fecha;producto;cliente;valor
2023-08-23;pr-wd-93;cli-wd-73;29,4
2023-08-23;pr-wd-93;cli-wd-39;27,28
2023-08-23;pr-wd-93;cli-wd-42;32,82
2023-08-23;pr-wd-93;cli-wd-48;28,88
2023-08-23;pr-wd-93;cli-wd-12;30,5
2023-08-23;pr-dd-15;cli-dd-96;28,66
2023-08-23;pr-wd-93;cli-wd-89;34,88
2023-08-23;pr-dd-15;cli-dd-18;28,54
2023-08-23;pr-wd-93;cli-wd-79;25,96
2023-08-23;pr-wd-93;cli-wd-96;37,42
2023-08-23;pr-wd-93;cli-wd-06;28,4
2023-08-23;pr-wd-93;cli-wd-43;30,3
2023-08-23;pr-wd-93;cli-wd-35;39,06
2023-08-23;pr-wd-93;cli-wd-98;29,06
2023-08-23;pr-wd-93;cli-wd-54;32,22
2023-08-23;pr-wd-93;cli-wd-62;29,64
2023-08-23;pr-wd-93;cli-wd-69;33,64
2023-08-23;pr-wd-93;cli-wd-82;29,62
2023-08-23;pr-wd-93;cli-wd-16;32,88
2023-08-22;pr-al-52;cli-al-08;37558,5666
2023-08-22;pr-al-52;cli-al-89;36672,154
2023-08-22;pr-al-52;cli-al-96;36089,6543
2023-08-22;pr-al-52;cli-al-90;45460,3014
2023-08-22;pr-al-52;cli-al-86;37102,6972
2023-08-22;pr-al-52;cli-al-31;37077,3712
2023-08-22;pr-al-52;cli-al-10;37457,2623
2023-08-22;pr-al-52;cli-al-56;43358,2373
2023-08-22;pr-wd-93;cli-wd-76;27,46
2023-08-22;pr-wd-93;cli-wd-92;34,88
2023-08-22;pr-wd-93;cli-wd-70;34,5
2023-08-22;pr-wd-93;cli-wd-20;29,06
2023-08-22;pr-wd-93;cli-wd-05;33,02
2023-08-22;pr-wd-93;cli-wd-23;28,82
2023-08-22;pr-wd-93;cli-wd-09;35,38
2023-08-22;pr-dd-15;cli-dd-58;28,06
2023-08-22;pr-dd-15;cli-dd-59;26,04
2023-08-22;pr-dd-15;cli-dd-93;26,28
2023-08-22;pr-dd-15;cli-dd-80;27,16
2023-08-22;pr-dd-15;cli-dd-54;27,26
2023-08-22;pr-wd-93;cli-wd-46;31,5
2023-08-22;pr-wd-93;cli-wd-22;28,68
2023-08-22;pr-wd-93;cli-wd-64;27,44
2023-08-22;pr-wd-93;cli-wd-08;33,82
2023-08-22;pr-wd-93;cli-wd-20;35,58
2023-08-22;pr-wd-93;cli-wd-51;33,12
2023-08-22;pr-wd-93;cli-wd-78;33,5
2023-08-22;pr-wd-93;cli-wd-39;29,4
2023-08-22;pr-wd-93;cli-wd-37;29,4
2023-08-22;pr-wd-93;cli-wd-50;27,82
2023-08-22;pr-wd-93;cli-wd-34;38,1
2023-08-22;pr-wd-93;cli-wd-75;38,8
2023-08-22;pr-wd-93;cli-wd-33;35,08
2023-08-22;pr-wd-93;cli-wd-31;25,12
2023-08-21;pr-wd-93;cli-wd-54;29,72
2023-08-21;pr-wd-93;cli-wd-44;32,76
2023-08-21;pr-wd-93;cli-wd-34;29,82
2023-08-21;pr-wd-93;cli-wd-71;34,68
2023-08-21;pr-wd-93;cli-wd-62;34,0
2023-08-21;pr-wd-93;cli-wd-23;29,52
2023-08-21;pr-wd-93;cli-wd-46;34,3
2023-08-21;pr-wd-93;cli-wd-56;32,38
2023-08-21;pr-wd-93;cli-wd-07;41,22
2023-08-21;pr-wd-93;cli-wd-89;35,84
2023-08-21;pr-wd-93;cli-wd-61;28,28
2023-08-21;pr-wd-93;cli-wd-03;29,2
2023-08-21;pr-wd-93;cli-wd-38;26,38
2023-08-21;pr-wd-93;cli-wd-84;29,7
2023-08-21;pr-wd-93;cli-wd-34;35,32
2023-08-21;pr-wd-93;cli-wd-44;34,92
2023-08-21;pr-wd-93;cli-wd-30;29,36
2023-08-21;pr-wd-93;cli-wd-17;31,32
2023-08-21;pr-wd-93;cli-wd-59;33,6
2023-08-20;pr-al-52;cli-al-10;35557,8068
2023-08-20;pr-al-52;cli-al-99;36241,6107
2023-08-20;pr-al-52;cli-al-84;36241,6107
2023-08-20;pr-al-52;cli-al-18;45992,1489
2023-08-20;pr-al-52;cli-al-45;36089,6543
2023-08-20;pr-al-52;cli-al-91;33835,6338
2023-08-20;pr-al-52;cli-al-59;36570,8497
2023-08-20;pr-al-52;cli-al-62;43611,4981
2023-08-20;pr-al-52;cli-al-59;35557,8068
2023-08-20;pr-al-52;cli-al-49;37001,3929
2023-08-20;pr-wd-93;cli-wd-63;38,8
2023-08-20;pr-wd-93;cli-wd-87;31,24
2023-08-20;pr-wd-93;cli-wd-32;33,54
2023-08-20;pr-wd-93;cli-wd-10;28,66
2023-08-20;pr-wd-93;cli-wd-11;28,2
2023-08-20;pr-wd-93;cli-wd-70;32,84
2023-08-20;pr-wd-93;cli-wd-62;32,98
2023-08-20;pr-wd-93;cli-wd-47;32,72
2023-08-20;pr-wd-93;cli-wd-34;31,98
2023-08-20;pr-wd-93;cli-wd-17;27,12
2023-08-20;pr-wd-93;cli-wd-54;27,5
2023-08-20;pr-wd-93;cli-wd-76;33,2
2023-08-20;pr-wd-93;cli-wd-85;32,74
2023-08-20;pr-wd-93;cli-wd-40;39,08
2023-08-20;pr-wd-93;cli-wd-19;35,06
2023-08-20;pr-wd-93;cli-wd-67;42,18
2023-08-20;pr-wd-93;cli-wd-82;28,32
2023-08-20;pr-wd-93;cli-wd-53;27,04
2023-08-20;pr-wd-93;cli-wd-64;31,82
2023-08-20;pr-wd-93;cli-wd-83;37,46
2023-08-19;pr-wd-93;cli-wd-47;29,7
2023-08-19;pr-wd-93;cli-wd-06;28,58
2023-08-19;pr-wd-93;cli-wd-16;32,9
2023-08-19;pr-wd-93;cli-wd-72;42,06
2023-08-19;pr-wd-93;cli-wd-18;32,5
2023-08-19;pr-wd-93;cli-wd-52;22,98
2023-08-19;pr-wd-93;cli-wd-48;30,14
2023-08-19;pr-wd-93;cli-wd-43;33,12
2023-08-19;pr-wd-93;cli-wd-39;31,9
2023-08-19;pr-wd-93;cli-wd-49;31,86
2023-08-19;pr-wd-93;cli-wd-12;36,32
2023-08-19;pr-wd-93;cli-wd-10;33,64
2023-08-19;pr-wd-93;cli-wd-71;29,06
2023-08-19;pr-wd-93;cli-wd-55;28,72
2023-08-19;pr-wd-93;cli-wd-01;34,08
2023-08-19;pr-wd-93;cli-wd-49;34,54
2023-08-19;pr-wd-93;cli-wd-36;26,86
2023-08-19;pr-wd-93;cli-wd-21;33,74
2023-08-19;pr-wd-93;cli-wd-37;29,02
2023-08-18;pr-al-52;cli-al-24;45207,0407
2023-08-18;pr-al-52;cli-al-55;35608,4589
2023-08-18;pr-al-52;cli-al-25;45232,3667
2023-08-18;pr-al-52;cli-al-07;46194,7575
2023-08-18;pr-al-52;cli-al-81;46523,9965
2023-08-18;pr-al-52;cli-al-93;41560,0861
2023-08-18;pr-wd-93;cli-wd-94;30,96
2023-08-18;pr-wd-93;cli-wd-71;30,44
2023-08-18;pr-wd-93;cli-wd-97;31,56
2023-08-18;pr-wd-93;cli-wd-71;31,04
2023-08-18;pr-wd-93;cli-wd-24;29,62
2023-08-18;pr-wd-93;cli-wd-11;28,94
2023-08-18;pr-wd-93;cli-wd-73;28,74
2023-08-18;pr-wd-93;cli-wd-12;28,54
2023-08-18;pr-dd-15;cli-dd-35;28,24
2023-08-18;pr-wd-93;cli-wd-63;32,56
2023-08-18;pr-wd-93;cli-wd-68;33,38
2023-08-18;pr-wd-93;cli-wd-92;33,92
2023-08-18;pr-wd-93;cli-wd-57;32,3
2023-08-18;pr-wd-93;cli-wd-13;30,72
2023-08-18;pr-wd-93;cli-wd-23;34,86
2023-08-18;pr-wd-93;cli-wd-83;35,4
2023-08-18;pr-wd-93;cli-wd-39;30,2
2023-08-18;pr-wd-93;cli-wd-88;34,82
2023-08-18;pr-wd-93;cli-wd-80;31,96
2023-08-18;pr-wd-93;cli-wd-97;32,74
2023-08-18;pr-wd-93;cli-wd-12;32,04
2023-08-17;pr-al-52;cli-al-34;36342,915
2023-08-17;pr-al-52;cli-al-71;35887,0457
2023-08-17;pr-al-52;cli-al-75;36722,8061
2023-08-17;pr-al-52;cli-al-31;35760,4154
2023-08-17;pr-al-52;cli-al-93;34595,416
2023-08-17;pr-al-52;cli-al-62;36773,4583
2023-08-17;pr-al-52;cli-al-13;45080,4103
2023-08-17;pr-al-52;cli-al-31;42953,0201
2023-08-17;pr-al-52;cli-al-02;37685,1969
2023-08-17;pr-al-52;cli-al-15;45662,91
2023-08-17;pr-wd-93;cli-wd-57;30,98
2023-08-17;pr-wd-93;cli-wd-75;30,62
2023-08-17;pr-wd-93;cli-wd-34;32,16
2023-08-17;pr-wd-93;cli-wd-68;32,32
2023-08-17;pr-wd-93;cli-wd-75;30,48
2023-08-17;pr-wd-93;cli-wd-29;31,72
2023-08-17;pr-wd-93;cli-wd-66;30,0
2023-08-17;pr-wd-93;cli-wd-16;33,2
2023-08-17;pr-wd-93;cli-wd-39;35,84
2023-08-17;pr-wd-93;cli-wd-77;38,62
2023-08-16;pr-al-52;cli-al-37;35557,8068
2023-08-16;pr-al-52;cli-al-81;36798,7844
2023-08-16;pr-al-52;cli-al-21;34468,7856
2023-08-16;pr-al-52;cli-al-44;45004,4321
2023-08-16;pr-al-52;cli-al-19;42370,5205
2023-08-16;pr-al-52;cli-al-71;36773,4583
2023-08-16;pr-al-52;cli-al-08;34924,6549
2023-08-16;pr-al-52;cli-al-77;36241,6107
2023-08-16;pr-al-52;cli-al-66;35228,5678
2023-08-16;pr-al-52;cli-al-41;35912,3718
2023-08-16;pr-wd-93;cli-wd-75;31,32
2023-08-16;pr-wd-93;cli-wd-88;29,2
2023-08-16;pr-wd-93;cli-wd-70;34,18
2023-08-16;pr-wd-93;cli-wd-61;32,34
2023-08-16;pr-dd-15;cli-dd-26;28,24
2023-08-16;pr-dd-15;cli-dd-71;30,56
2023-08-16;pr-wd-93;cli-wd-83;35,3
2023-08-16;pr-wd-93;cli-wd-70;34,28
2023-08-16;pr-wd-93;cli-wd-29;28,96
2023-08-16;pr-wd-93;cli-wd-66;27,18
2023-08-16;pr-wd-93;cli-wd-19;33,38
2023-08-16;pr-wd-93;cli-wd-68;38,46
2023-08-16;pr-wd-93;cli-wd-58;31,96
2023-08-15;pr-al-52;cli-al-70;45333,671
2023-08-15;pr-al-52;cli-al-57;45434,9753
2023-08-15;pr-al-52;cli-al-37;35279,22
2023-08-15;pr-al-52;cli-al-61;35659,1111
2023-08-15;pr-al-52;cli-al-92;35988,35
2023-08-15;pr-al-52;cli-al-30;42750,4116
2023-08-15;pr-al-52;cli-al-71;36317,589
2023-08-15;pr-al-52;cli-al-73;45561,6057
2023-08-15;pr-al-52;cli-al-25;35684,4371
2023-08-15;pr-wd-93;cli-wd-97;30,84
2023-08-15;pr-wd-93;cli-wd-65;30,36
2023-08-15;pr-wd-93;cli-wd-06;29,42
2023-08-15;pr-dd-15;cli-dd-18;26,7
2023-08-15;pr-dd-15;cli-dd-10;27,36
2023-08-15;pr-wd-93;cli-wd-92;29,64
2023-08-15;pr-dd-15;cli-dd-11;27,22
2023-08-15;pr-dd-15;cli-dd-97;29,16
2023-08-15;pr-wd-93;cli-wd-65;31,58
2023-08-15;pr-dd-15;cli-dd-77;30,42
2023-08-15;pr-wd-93;cli-wd-84;28,82
2023-08-15;pr-wd-93;cli-wd-65;35,44
2023-08-15;pr-wd-93;cli-wd-52;30,52
2023-08-15;pr-wd-93;cli-wd-67;27,92
2023-08-15;pr-wd-93;cli-wd-82;28,92
2023-08-15;pr-wd-93;cli-wd-78;34,44
2023-08-15;pr-wd-93;cli-wd-31;38,88
2023-08-14;pr-al-52;cli-al-91;35633,785
2023-08-14;pr-al-52;cli-al-17;35101,9375
2023-08-14;pr-al-52;cli-al-55;35000,6332
2023-08-14;pr-al-52;cli-al-93;37229,3276
2023-08-14;pr-al-52;cli-al-36;44067,3674
2023-08-14;pr-al-52;cli-al-26;35912,3718
2023-08-14;pr-wd-93;cli-wd-53;33,94
2023-08-14;pr-wd-93;cli-wd-17;28,74
2023-08-14;pr-wd-93;cli-wd-86;29,02
2023-08-14;pr-wd-93;cli-wd-25;27,66
2023-08-14;pr-dd-15;cli-dd-02;27,98
2023-08-14;pr-dd-15;cli-dd-86;27,88
2023-08-14;pr-dd-15;cli-dd-05;26,16
2023-08-14;pr-wd-93;cli-wd-04;31,12
2023-08-14;pr-dd-15;cli-dd-36;27,48
2023-08-14;pr-dd-15;cli-dd-06;31,06
2023-08-14;pr-wd-93;cli-wd-21;32,6
2023-08-14;pr-wd-93;cli-wd-77;35,12
2023-08-14;pr-wd-93;cli-wd-89;30,54
2023-08-14;pr-wd-93;cli-wd-26;38,7
2023-08-14;pr-wd-93;cli-wd-55;34,78
2023-08-14;pr-wd-93;cli-wd-39;33,32
2023-08-13;pr-al-52;cli-al-84;45814,8664
2023-08-13;pr-al-52;cli-al-33;45764,2143
2023-08-13;pr-al-52;cli-al-14;35659,1111
2023-08-13;pr-al-52;cli-al-56;46068,1272
2023-08-13;pr-al-52;cli-al-81;36089,6543
2023-08-13;pr-al-52;cli-al-21;45561,6057
2023-08-13;pr-al-52;cli-al-46;42775,7376
2023-08-13;pr-al-52;cli-al-16;43079,6505
2023-08-13;pr-wd-93;cli-wd-16;32,08
2023-08-13;pr-wd-93;cli-wd-84;29,16
2023-08-13;pr-wd-93;cli-wd-29;35,78
2023-08-13;pr-wd-93;cli-wd-92;28,8
2023-08-13;pr-wd-93;cli-wd-08;35,74
2023-08-13;pr-wd-93;cli-wd-88;30,26
2023-08-13;pr-wd-93;cli-wd-03;27,46
2023-08-13;pr-wd-93;cli-wd-89;34,32
2023-08-13;pr-wd-93;cli-wd-19;28,32
2023-08-13;pr-wd-93;cli-wd-97;29,24
2023-08-13;pr-wd-93;cli-wd-66;34,72
2023-08-13;pr-wd-93;cli-wd-79;31,56
2023-08-12;pr-al-52;cli-al-86;37634,5448
2023-08-12;pr-al-52;cli-al-74;37153,3494
2023-08-12;pr-al-52;cli-al-82;36368,2411
2023-08-12;pr-al-52;cli-al-22;35963,0239
2023-08-12;pr-al-52;cli-al-46;36469,5454
2023-08-12;pr-al-52;cli-al-91;36317,589
2023-08-12;pr-al-52;cli-al-13;45434,9753
2023-08-12;pr-al-52;cli-al-33;34671,3942
2023-08-12;pr-al-52;cli-al-05;36114,9804
2023-08-12;pr-al-52;cli-al-90;37254,6537
2023-08-12;pr-wd-93;cli-wd-77;34,96
2023-08-12;pr-wd-93;cli-wd-27;37,26
2023-08-12;pr-wd-93;cli-wd-78;28,9
2023-08-12;pr-wd-93;cli-wd-24;30,74
2023-08-12;pr-wd-93;cli-wd-67;40,06
2023-08-12;pr-wd-93;cli-wd-63;33,54
2023-08-12;pr-wd-93;cli-wd-94;26,54
2023-08-12;pr-wd-93;cli-wd-99;29,78
2023-08-12;pr-wd-93;cli-wd-48;36,84
2023-08-12;pr-wd-93;cli-wd-63;32,84
2023-08-12;pr-wd-93;cli-wd-78;38,52
2023-08-12;pr-wd-93;cli-wd-12;32,56
2023-08-12;pr-wd-93;cli-wd-28;29,28
2023-08-11;pr-dd-15;cli-dd-44;28,6
2023-08-11;pr-wd-93;cli-wd-93;29,98
2023-08-11;pr-dd-15;cli-dd-43;28,12
2023-08-11;pr-dd-15;cli-dd-17;28,16
2023-08-11;pr-wd-93;cli-wd-40;30,74
2023-08-11;pr-wd-93;cli-wd-49;29,26
2023-08-11;pr-wd-93;cli-wd-85;33,24
2023-08-11;pr-wd-93;cli-wd-57;27,66
2023-08-11;pr-wd-93;cli-wd-87;31,42
2023-08-11;pr-wd-93;cli-wd-84;31,24
2023-08-11;pr-wd-93;cli-wd-64;32,08
2023-08-10;pr-al-52;cli-al-75;37482,5883
2023-08-10;pr-al-52;cli-al-57;37431,9362
2023-08-10;pr-al-52;cli-al-98;36722,8061
2023-08-10;pr-al-52;cli-al-74;33683,6774
2023-08-10;pr-al-52;cli-al-74;45941,4968
2023-08-10;pr-al-52;cli-al-70;37279,9798
2023-08-10;pr-wd-93;cli-wd-88;30,76
2023-08-10;pr-wd-93;cli-wd-76;31,62
2023-08-10;pr-wd-93;cli-wd-43;31,9
2023-08-10;pr-wd-93;cli-wd-23;31,08
2023-08-10;pr-wd-93;cli-wd-27;32,76
2023-08-10;pr-wd-93;cli-wd-58;29,84
2023-08-10;pr-dd-15;cli-dd-37;28,58
2023-08-10;pr-wd-93;cli-wd-06;30,64
2023-08-10;pr-wd-93;cli-wd-65;29,62
2023-08-10;pr-wd-93;cli-wd-06;30,46
2023-08-10;pr-wd-93;cli-wd-50;31,92
2023-08-10;pr-wd-93;cli-wd-22;27,42
2023-08-10;pr-wd-93;cli-wd-88;30,26
2023-08-10;pr-wd-93;cli-wd-25;32,08
2023-08-10;pr-wd-93;cli-wd-79;41,54
2023-08-10;pr-wd-93;cli-wd-90;32,3
2023-08-10;pr-wd-93;cli-wd-72;26,92
2023-08-09;pr-al-52;cli-al-51;36266,9368
2023-08-09;pr-al-52;cli-al-88;37052,0451
2023-08-09;pr-al-52;cli-al-48;46245,4097
2023-08-09;pr-al-52;cli-al-70;36798,7844
2023-08-09;pr-al-52;cli-al-99;37153,3494
2023-08-09;pr-al-52;cli-al-65;37077,3712
2023-08-09;pr-al-52;cli-al-60;35481,8286
2023-08-09;pr-wd-93;cli-wd-46;32,84
2023-08-09;pr-wd-93;cli-wd-36;28,82
2023-08-09;pr-wd-93;cli-wd-58;29,56
2023-08-09;pr-dd-15;cli-dd-76;31,56
2023-08-09;pr-wd-93;cli-wd-38;30,02
2023-08-09;pr-wd-93;cli-wd-11;35,38
2023-08-09;pr-wd-93;cli-wd-12;34,28
2023-08-09;pr-dd-15;cli-dd-42;27,52
2023-08-09;pr-dd-15;cli-dd-39;28,42
2023-08-09;pr-wd-93;cli-wd-71;29,84
2023-08-09;pr-wd-93;cli-wd-11;28,62
2023-08-09;pr-wd-93;cli-wd-36;31,66
2023-08-09;pr-wd-93;cli-wd-52;37,96
2023-08-09;pr-wd-93;cli-wd-31;33,4
2023-08-08;pr-al-52;cli-al-33;36241,6107
2023-08-08;pr-al-52;cli-al-13;35760,4154
2023-08-08;pr-al-52;cli-al-18;35912,3718
2023-08-08;pr-al-52;cli-al-41;34747,3724
2023-08-08;pr-al-52;cli-al-58;36140,3065
2023-08-08;pr-al-52;cli-al-56;36368,2411
2023-08-08;pr-al-52;cli-al-24;45713,5621
2023-08-08;pr-al-52;cli-al-73;35507,1546
2023-08-08;pr-wd-93;cli-wd-31;39,16
2023-08-08;pr-wd-93;cli-wd-55;32,5
2023-08-08;pr-wd-93;cli-wd-10;27,68
2023-08-08;pr-wd-93;cli-wd-60;31,18
2023-08-08;pr-wd-93;cli-wd-02;33,54
2023-08-08;pr-wd-93;cli-wd-15;33,8
2023-08-08;pr-wd-93;cli-wd-03;34,14
2023-08-08;pr-wd-93;cli-wd-43;29,88
2023-08-08;pr-wd-93;cli-wd-31;30,1
2023-08-08;pr-wd-93;cli-wd-70;32,18
2023-08-08;pr-wd-93;cli-wd-67;37,44
2023-08-07;pr-al-52;cli-al-56;36089,6543
2023-08-07;pr-al-52;cli-al-63;36368,2411
2023-08-07;pr-al-52;cli-al-75;45789,5403
2023-08-07;pr-al-52;cli-al-15;35735,0893
2023-08-07;pr-al-52;cli-al-92;36216,2847
2023-08-07;pr-al-52;cli-al-10;36114,9804
2023-08-07;pr-al-52;cli-al-38;37811,8273
2023-08-07;pr-wd-93;cli-wd-47;30,0
2023-08-07;pr-wd-93;cli-wd-57;29,5
2023-08-07;pr-wd-93;cli-wd-50;35,14
2023-08-07;pr-wd-93;cli-wd-71;31,56
2023-08-07;pr-dd-15;cli-dd-15;30,72
2023-08-07;pr-wd-93;cli-wd-18;27,68
2023-08-07;pr-dd-15;cli-dd-82;27,98
2023-08-07;pr-wd-93;cli-wd-88;30,04
2023-08-07;pr-wd-93;cli-wd-02;30,8
2023-08-07;pr-dd-15;cli-dd-84;28,22
2023-08-07;pr-dd-15;cli-dd-98;27,88
2023-08-07;pr-wd-93;cli-wd-43;37,72
2023-08-07;pr-wd-93;cli-wd-26;33,6
2023-08-07;pr-wd-93;cli-wd-71;34,34
2023-08-07;pr-wd-93;cli-wd-38;33,5
2023-08-07;pr-wd-93;cli-wd-94;29,36
2023-08-07;pr-wd-93;cli-wd-42;28,54
2023-08-07;pr-wd-93;cli-wd-05;32,94
2023-08-06;pr-al-52;cli-al-11;45865,5186
2023-08-06;pr-al-52;cli-al-65;44599,2149
2023-08-06;pr-wd-93;cli-wd-34;36,8
2023-08-06;pr-wd-93;cli-wd-01;32,68
2023-08-06;pr-wd-93;cli-wd-83;31,18
2023-08-06;pr-wd-93;cli-wd-02;30,94
2023-08-06;pr-wd-93;cli-wd-85;31,82
2023-08-06;pr-wd-93;cli-wd-20;34,1
2023-08-06;pr-wd-93;cli-wd-61;31,68
2023-08-06;pr-wd-93;cli-wd-87;29,74
2023-08-06;pr-wd-93;cli-wd-21;31,06
2023-08-06;pr-wd-93;cli-wd-88;32,42
2023-08-06;pr-wd-93;cli-wd-68;31,4
2023-08-06;pr-wd-93;cli-wd-12;27,66
2023-08-06;pr-al-52;cli-al-22;36849,4365
2023-08-06;pr-al-52;cli-al-20;45105,7364
2023-08-06;pr-al-52;cli-al-82;45485,6275
2023-08-06;pr-al-52;cli-al-01;36773,4583
2023-08-06;pr-al-52;cli-al-30;36849,4365
2023-08-06;pr-al-52;cli-al-97;44320,6281
2023-08-05;pr-al-52;cli-al-24;36216,2847
2023-08-05;pr-al-52;cli-al-14;45181,7146
2023-08-05;pr-al-52;cli-al-36;45688,2361
2023-08-05;pr-al-52;cli-al-69;44801,8235
2023-08-05;pr-al-52;cli-al-75;36849,4365
2023-08-05;pr-al-52;cli-al-24;36494,8715
2023-08-05;pr-al-52;cli-al-60;44118,0195
2023-08-05;pr-wd-93;cli-wd-95;39,42
2023-08-05;pr-wd-93;cli-wd-55;40,28
2023-08-05;pr-wd-93;cli-wd-77;34,0
2023-08-05;pr-wd-93;cli-wd-80;28,5
2023-08-05;pr-wd-93;cli-wd-24;26,76
2023-08-05;pr-wd-93;cli-wd-77;29,96
2023-08-05;pr-wd-93;cli-wd-24;37,72
2023-08-05;pr-wd-93;cli-wd-54;27,8
2023-08-05;pr-wd-93;cli-wd-26;28,32
2023-08-05;pr-wd-93;cli-wd-66;33,42
2023-08-05;pr-wd-93;cli-wd-80;32,26
2023-08-04;pr-al-52;cli-al-38;36418,8933
2023-08-04;pr-al-52;cli-al-65;38065,088
2023-08-04;pr-al-52;cli-al-75;45637,5839
2023-08-04;pr-al-52;cli-al-51;44396,6063
2023-08-04;pr-al-52;cli-al-35;36520,1976
2023-08-04;pr-al-52;cli-al-43;37431,9362
2023-08-04;pr-al-52;cli-al-29;36444,2193
2023-08-04;pr-wd-93;cli-wd-37;32,26
2023-08-04;pr-wd-93;cli-wd-81;28,2
2023-08-04;pr-wd-93;cli-wd-58;33,68
2023-08-04;pr-wd-93;cli-wd-54;30,78
2023-08-04;pr-wd-93;cli-wd-39;29,38
2023-08-04;pr-wd-93;cli-wd-42;29,12
2023-08-04;pr-wd-93;cli-wd-28;27,64
2023-08-04;pr-wd-93;cli-wd-29;27,54
2023-08-04;pr-wd-93;cli-wd-43;31,28
2023-08-04;pr-wd-93;cli-wd-03;35,18
2023-08-04;pr-wd-93;cli-wd-10;30,7
2023-08-04;pr-wd-93;cli-wd-59;28,8
2023-08-04;pr-wd-93;cli-wd-14;31,04
2023-08-03;pr-al-52;cli-al-76;35760,4154
2023-08-03;pr-al-52;cli-al-47;35811,0675
2023-08-03;pr-al-52;cli-al-42;35760,4154
2023-08-03;pr-al-52;cli-al-94;35684,4371
2023-08-03;pr-al-52;cli-al-32;35836,3936
2023-08-03;pr-al-52;cli-al-32;41889,3251
2023-08-03;pr-al-52;cli-al-42;36418,8933
2023-08-03;pr-wd-93;cli-wd-32;30,82
2023-08-03;pr-wd-93;cli-wd-26;31,78
2023-08-03;pr-wd-93;cli-wd-01;28,02
2023-08-03;pr-dd-15;cli-dd-56;30,6
2023-08-03;pr-dd-15;cli-dd-02;29,24
2023-08-03;pr-wd-93;cli-wd-81;32,88
2023-08-03;pr-dd-15;cli-dd-30;30,98
2023-08-03;pr-dd-15;cli-dd-71;27,1
2023-08-03;pr-wd-93;cli-wd-52;33,9
2023-08-03;pr-dd-15;cli-dd-91;28,52
2023-08-03;pr-wd-93;cli-wd-09;30,06
2023-08-03;pr-wd-93;cli-wd-22;31,08
2023-08-03;pr-wd-93;cli-wd-34;27,86
2023-08-03;pr-wd-93;cli-wd-49;33,4
2023-08-03;pr-wd-93;cli-wd-01;31,76
2023-08-03;pr-wd-93;cli-wd-73;38,4
2023-08-02;pr-al-52;cli-al-84;35532,4807
2023-08-02;pr-wd-93;cli-wd-53;29,1
2023-08-02;pr-wd-93;cli-wd-83;32,54
2023-08-02;pr-dd-15;cli-dd-40;28,28
2023-08-02;pr-dd-15;cli-dd-45;28,7
2023-08-02;pr-wd-93;cli-wd-68;33,32
2023-08-02;pr-wd-93;cli-wd-09;29,68
2023-08-02;pr-wd-93;cli-wd-22;29,06
2023-08-02;pr-wd-93;cli-wd-18;35,06
2023-08-02;pr-wd-93;cli-wd-76;33,08
2023-08-02;pr-wd-93;cli-wd-43;27,74
2023-08-02;pr-wd-93;cli-wd-39;28,8
2023-08-02;pr-wd-93;cli-wd-73;33,14
2023-08-02;pr-wd-93;cli-wd-06;33,16
2023-08-01;pr-al-52;cli-al-83;45409,6492
2023-08-01;pr-al-52;cli-al-48;37204,0015
2023-08-01;pr-al-52;cli-al-07;35988,35
2023-08-01;pr-al-52;cli-al-80;35532,4807
2023-08-01;pr-al-52;cli-al-69;45637,5839
2023-08-01;pr-al-52;cli-al-16;41863,999
2023-08-01;pr-wd-93;cli-wd-01;28,78
2023-08-01;pr-wd-93;cli-wd-37;29,36
2023-08-01;pr-wd-93;cli-wd-83;33,22
2023-08-01;pr-wd-93;cli-wd-37;35,68
2023-08-01;pr-dd-15;cli-dd-81;27,48
2023-08-01;pr-dd-15;cli-dd-64;28,52
2023-08-01;pr-wd-93;cli-wd-90;30,06
2023-08-01;pr-dd-15;cli-dd-86;29,4
2023-08-01;pr-wd-93;cli-wd-62;31,52
2023-08-01;pr-wd-93;cli-wd-72;28,9
2023-08-01;pr-wd-93;cli-wd-61;30,96
2023-08-01;pr-wd-93;cli-wd-33;32,12
2023-08-01;pr-wd-93;cli-wd-66;37,84
2023-08-01;pr-wd-93;cli-wd-30;27,92
2023-07-31;pr-al-52;cli-al-20;37052,0451
2023-07-31;pr-al-52;cli-al-60;36165,6325
2023-07-31;pr-al-52;cli-al-82;38090,4141
2023-07-31;pr-al-52;cli-al-74;37001,3929
2023-07-31;pr-al-52;cli-al-24;36089,6543
2023-07-31;pr-al-52;cli-al-04;45738,8882
2023-07-31;pr-wd-93;cli-wd-37;38,56
2023-07-31;pr-wd-93;cli-wd-04;29,02
2023-07-31;pr-wd-93;cli-wd-77;33,66
2023-07-31;pr-wd-93;cli-wd-89;29,92
2023-07-31;pr-wd-93;cli-wd-77;32,78
2023-07-31;pr-wd-93;cli-wd-18;30,54
2023-07-31;pr-wd-93;cli-wd-88;32,18
2023-07-31;pr-wd-93;cli-wd-66;30,24
2023-07-31;pr-wd-93;cli-wd-48;33,7
2023-07-31;pr-wd-93;cli-wd-33;36,4
2023-07-31;pr-wd-93;cli-wd-58;31,26
2023-07-31;pr-wd-93;cli-wd-83;29,16
2023-07-31;pr-wd-93;cli-wd-73;28,16
2023-07-31;pr-wd-93;cli-wd-28;32,62
2023-07-31;pr-wd-93;cli-wd-35;28,5
2023-07-30;pr-al-52;cli-al-10;36849,4365
